Site,ID,SampleDate,Latitude,Longitude,HerbBio.g.m2,ShrubBio.g.m2,NDWI_June,EVI_June,SAVI_June,BSI_June,NDPI_June,NDWI_Sept,NDGI_June,EVI_Sept,SAVI_Sept,BSI_Sept,NDPI_Sept,NDGI_Sept,dBlue,dGreen,dRed,dNIR,dSWIR_1,dSWIR_2,dNDVI,dNDWI,dEVI,dSAVI,dBSI,dNDPI,dNDSI,dNDGI,Cdef,Elevation,AET,Flow,Slope,SWE,Annual_Precipitation,Snow_days,Wet_days,Minimum_temperature,Maximum_temperature,SRad,Shallow_Clay,Deep_Clay,Shallow_Sand,Deep_Sand,Shallow_Hydra_Conduc,Deep_Hydra_Conduc,Lithology,Organic_Matter,Active_growth_days,ModisNPP,LandsatNPP,ANPP
Dotta,DG5,2016-06-29,39.90276796,-120.368202,544.32,0.0,0.0360413287589951,0.3102572887783351,0.3044141037787955,0.0150838555193502,0.405444829356423,-0.1855763317285554,0.2576165721575316,0.1817348801012874,0.1859305154303309,0.2110009307730882,0.174865079486039,0.0522798565643526,6.785424848214285,11.216034901785711,13.104772845238095,45.39980060565477,37.32170855654761,21.44679120089286,105.63957377824592,21.78391034225391,58.46299722144532,59.53147231506833,-7.532906353249709,88.51747720632449,-99.72895390368242,53.04307031761585,798.3000000000001,1711.69677734375,335.0,16,0.6844213725161762,0,752,120,0,273.3138122558594,288.4988708496094,29372.6199798584,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,2.7327654231628404,2.7271191438849764,19,1.460079980466641,99,567.1,480.20000000000005,235.69056000000003
Dotta,DSG5,2016-06-29,39.90319602,-120.36797,23.2,0.0,0.0074552705553361,0.2542060009703902,0.2547716433975456,0.0560567894881946,0.3088684699055533,-0.1592310997907722,0.1683877704061279,0.1405374724911001,0.1460390344497783,0.1992961552965909,0.1162197227680334,0.0123552147691238,9.336827773809526,14.733248827380956,18.82385143452381,45.97575875892858,44.36479189880952,29.63397444345238,81.24833880067374,3.597598331823144,46.54746601824891,48.51506891805661,11.91923937308163,61.39574844814887,-96.00732085231392,27.737801081760985,798.4000000000001,1711.9927978515625,334.8,14,0.5187705155614837,0,752,102,0,273.3172912597656,288.49530029296875,29371.8837890625,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,2.7327654231628404,2.7271191438849764,19,1.460079980466641,88,461.20000000000005,407.70000000000005,10.0456
Davies,DVG1,2016-09-22,39.504158,-120.097842,419.2,0.0,0.0328938657498288,0.2771743852150043,0.2760967395714616,0.0276166724910196,0.3665664287140509,-0.0789859338320546,0.2129933787431246,0.202189342401056,0.2111909633144369,0.1317517004880842,0.2589206350750135,0.1111987544923507,8.705621392857143,13.320153770833333,15.597355715773809,43.57104527827381,37.19409741815476,23.023136764880952,87.02042708937938,13.521420002669384,50.03787544956754,50.687452412687165,1.7459437321098308,70.8940770932846,-86.83730179142741,36.66560267616764,774.7,1819.833251953125,327.70000000000005,384,1.1875795406461864,0,742,124,0,272.8799743652344,289.1188049316406,29601.74690246582,14.16638469696045,20.46748733520508,58.3954963684082,49.895450592041016,3.488769496495946,1.8268723384277248,5,1.0459433486598495,96,306.2,229.3,181.5136
Davies,DVG5,2016-09-22,39.50439798,-120.099116,238.4,40.39112292,0.041826366824736,0.2851738399002707,0.2815307237952142,0.0186806508951286,0.3674969025592434,-0.1335452938292068,0.2250266170740016,0.1752483982742043,0.1853600982645752,0.180486552012576,0.1871499255670486,0.0670811393895955,9.026704456845238,13.89770587797619,16.623370751488096,44.48918172619048,39.95781095238095,24.696108452380948,82.78429639442848,9.76835457210603,48.80275722426412,49.722991981884114,4.616824272424749,66.8954463377969,-86.65641083017249,33.829378168373,775.2,1821.5245361328125,327.40000000000003,276,1.5593472052049002,0,742,140,0,272.8592224121094,289.1374816894531,29602.288330078125,15.381689071655272,21.57675743103028,55.01639938354492,43.2029914855957,3.146061945826089,1.7373224935912803,5,1.0814721564673628,94,435.70000000000005,366.5,103.2272
Davies,DVR3,2016-09-22,39.50389196,-120.097341,404.8,0.0,0.1009120162439701,0.3185997462466399,0.3113446152673219,-0.0381603447182321,0.442585214880226,-0.0203236198629666,0.2816490315200424,0.2144302662072839,0.2247223078094612,0.0801221547075472,0.3287040853334383,0.1700601373055198,7.355021874999999,11.637824241071428,12.692972641369046,40.35967060267858,29.23350780505953,17.48949154017857,96.27674848167035,29.14216561009729,51.594982565525925,52.36478002358061,-11.394937133013054,83.45880474586824,-79.26064138332877,46.92706656427842,774.1,1820.3480224609373,328.1,356,8.730985310927533,0,743,148,0,272.8938293457031,289.1063232421875,29601.38586425781,15.710542678833008,21.99053955078125,54.40349578857422,46.03586959838867,3.040476752243885,1.631849606915303,5,1.0224248758786645,113,323.8,244.0,175.2784
Davies,DVR5,2016-09-22,39.50397997,-120.098518,670.4,0.0,0.1137905948560697,0.3096668294925781,0.303520135815248,-0.0447135030141382,0.4432608833041596,-0.0379782637914545,0.2738778112080258,0.1914903989168933,0.2003023035907226,0.0983748931473801,0.2857113397517859,0.1336210508977696,7.499943407738094,11.585536398809523,12.710327485119048,41.021391123511904,32.03395251488096,19.75292050595238,93.9027673771091,22.583040795914005,52.821803492861456,52.757515791399065,-7.116364698161705,78.56319068034445,-82.65961647395862,44.22026922312828,775.0,1822.2769775390625,327.70000000000005,340,8.908825131449284,0,742,137,0,272.8722839355469,289.1314697265625,29601.773376464844,13.908321380615234,21.60144424438477,58.86614990234375,41.8828125,3.4431926062076816,1.8363372082034688,5,1.0664010149217622,103,405.3,537.3000000000001,290.28319999999997
Kyburz,KG2,2016-09-16,39.50670501,-120.233205,105.6,10.79033125,0.0613372700989028,0.368164383187823,0.3045327035025569,0.0001379008449734,0.3981548674349673,-0.175240315211923,0.2628245676691078,0.1700378721646379,0.1764388400626185,0.2064482890862946,0.1462864109121649,0.0516731600637803,9.594520522321428,14.499562098214286,17.890082620535715,45.73627962946428,44.93508137053571,27.754710401785715,74.99844739553453,2.381656284671636,47.5873258961834,47.68170007903696,8.754203652016349,58.48641223074717,-85.34445171423587,29.70065678396829,689.3000000000001,1929.60595703125,383.7000000000001,19,1.035645559797309,0,938,140,0,272.266845703125,287.722900390625,29624.38247680664,17.79986572265625,24.260841369628903,48.5616455078125,39.87700653076172,2.55635980161858,1.5195478165603866,5,1.039621111444566,75,509.0,386.3,45.724799999999995
Kyburz,KG4,2016-09-16,39.50689604,-120.233186,128.0,0.0,-0.0172756689748438,0.3149222824879499,0.2548777667245887,0.0674315207612773,0.3007202704404532,-0.1894560508338971,0.1979947635315825,0.1645601528535062,0.1694742490970826,0.2128472037067786,0.1257939501184289,0.0547718178030683,9.824355883928572,14.47775154017857,17.63797218303571,40.83135074107143,45.11448566071429,29.974677941964288,68.09863905608672,-7.960855695591039,40.72047116091487,41.244354625064325,17.251704475908557,46.9048346366146,-86.36811085156398,23.85615896231438,689.2,1929.63525390625,383.7000000000001,18,1.0516601612921008,0,939,139,0,272.2703552246094,287.7208557128906,29624.17837524414,17.943410873413086,23.855466842651367,48.091529846191406,41.80683517456055,2.454931027758569,1.5063378813259825,5,1.0330832867461246,75,531.5,354.8,55.424
Kyburz,KSG2,2016-09-16,39.50656202,-120.233528,91.2,409.8409313,0.0858125667229485,0.3775462058592385,0.3118720949969604,-0.0231532194806907,0.4251567709907239,-0.1743185137606556,0.2859535292337868,0.171590558081144,0.177292513466354,0.2018201632275623,0.157458404617622,0.0655016298470834,9.043692366071426,13.789296651785712,16.576934084821424,44.48249008928572,42.06914165178572,25.67491008928572,78.49628643292681,5.249450616894265,48.53644391703333,48.62404816870459,6.079996792378751,62.1023302470955,-84.97597095860138,33.123671163529124,689.3000000000001,1929.0670166015625,383.7000000000001,19,1.0512729624695607,0,938,138,0,272.266845703125,287.722900390625,29624.38247680664,17.79986572265625,23.67344856262207,48.5616455078125,42.20816802978516,2.55635980161858,1.5485679801501928,5,1.039621111444566,75,511.5,391.5,39.4896
Kyburz,KSG4,2016-09-16,39.50673896,-120.233491,75.2,308.2073896,0.0596928866721066,0.3668865371473491,0.3008951344699069,-0.0032193624927424,0.397222511660265,-0.1886783685548049,0.2729729948949857,0.1670555646546995,0.1726700852685475,0.2123633929393551,0.1408394837790941,0.0595022911449432,9.045321754464286,13.599783214285717,16.402866857142858,42.67727853125,42.83518323660714,26.779645504464284,76.0836365709706,0.6901724732031544,46.41014893181262,46.36735248719976,9.31928476210826,57.68442027664087,-86.0657743119992,31.447793854604416,689.3000000000001,1929.0670166015625,383.7000000000001,19,1.0512729624695607,0,938,138,0,272.266845703125,287.722900390625,29624.38247680664,17.79986572265625,23.67344856262207,48.5616455078125,42.20816802978516,2.55635980161858,1.5485679801501928,5,1.039621111444566,75,511.5,391.5,32.5616
McReynolds,MG1,2016-06-28,39.95630301,-120.496784,597.12,0.0,0.2109747294554284,0.4006580997330267,0.3827879152296415,-0.1443517426103327,0.5585752308012828,-0.0768994335225245,0.3821851112746051,0.2362771518582132,0.2418867304687968,0.128201081279555,0.2803274442870097,0.1335587949076863,8.709142029114904,14.705614902497414,17.11465403946687,59.050968508346266,44.35751364402174,24.60978960817806,114.61786871179264,32.69213737549054,72.2218627814446,71.92207094732902,-15.533588219091763,101.3709797202473,-100.03503239309502,58.849243518331775,784.5,1652.7197265625,326.8,958,0.751837659205352,0,802,79,0,273.9561462402344,288.697265625,29512.10418701172,23.14810371398925,25.817657470703125,45.51750564575195,41.44175338745117,1.973950448441896,0.9235557821546944,10,1.374382581890413,96,487.1,490.1,258.55296
McReynolds,MG5,2016-06-28,39.95612204,-120.496686,824.16,0.0,0.1140445796719894,0.3767352186909231,0.3651398486478778,-0.0513288449060332,0.4785316508709629,-0.1641172153095966,0.3089070507001922,0.2055416054783914,0.2124431130790316,0.2015960902167249,0.1885841063242459,0.0706162785775937,9.885866012810556,16.653607370665114,20.547245693711183,62.827919323175465,49.82092337241201,27.779802709239128,108.10626679457933,27.916651598924805,70.29640974841577,70.42370047153109,-10.09208043046206,95.91103668396582,-100.56087383958447,52.17189604944079,784.4000000000001,1653.6021728515625,326.8,860,1.9415350079463845,0,802,86,0,273.9530639648437,288.70025634765625,29511.17106628418,22.5167293548584,26.52039337158203,45.36189270019531,40.71645736694336,1.842660986968864,1.104514507075144,15,1.208692700760783,98,506.1,460.70000000000005,356.86127999999997
McReynolds,MSG1,2016-06-28,39.95620804,-120.496047,20.8,64.14143333,-0.017129560053139,0.2803391137449607,0.2761969794559429,0.0670755282533647,0.3263433432672878,-0.2256233675211798,0.1809736812045786,0.1482455246165842,0.1540827148526798,0.2449785062814529,0.0970493609926455,0.0220460556343344,11.249862867430124,17.463875801048136,22.623764835339028,53.39273957019928,53.74432350388199,33.459742019798135,85.93615428282865,1.9228422627445287,52.37416688946777,53.250933166674045,12.392044691537311,67.59752374725542,-102.94180774996178,32.05711436675316,784.7,1654.444580078125,326.5,649,2.440900091790303,0,801,80,0,273.94512939453125,288.7080078125,29510.405502319336,20.0719051361084,31.02326393127441,50.29004669189453,38.09716796875,1.7249929290295267,0.4744109807728633,19,0.8767992800615232,100,405.0,249.9,9.006400000000001
McReynolds,MSG5,2016-06-28,39.956187,-120.495788,49.6,0.0,-0.0305977809659141,0.2528110927012358,0.2523887692433978,0.0856239643601225,0.2945614512952374,-0.2269968945930242,0.1457092054175347,0.1410470750503593,0.1473155653213849,0.2497959517036184,0.0808255648292274,0.0049887403325024,11.644996013263455,18.1608652650427,23.84884846904115,54.59615317080745,54.72396845260742,33.627092812952895,82.31375042885253,2.919246915046412,51.39430574503479,52.204834934561205,11.326197850307924,66.38209471929862,-99.07449391128782,30.75394676063622,785.2,1654.444580078125,326.5,649,2.440900091790303,0,801,79,0,273.9416198730469,288.7114562988281,29510.917510986328,20.05716323852539,31.02326393127441,51.347076416015625,38.09716796875,2.064779291142729,0.4744109807728633,19,0.9827475555648836,99,405.0,247.5,21.4768
Van Norden,NR2,2017-08-14,39.318036,-120.366214,297.6,0.0,0.2138167080023884,0.4108012713285365,0.3698461495003202,-0.1012052968281285,0.536460716600914,-0.0725324391305392,0.3957346179195877,0.2792297035304787,0.2900640247730858,0.1226326424388468,0.3478067452688301,0.1765179639646563,7.903135937500002,11.08931802083333,11.563312604166663,37.21518341145836,26.10586890625,14.228622057291664,76.89868344326045,21.47004390366748,48.41867936528179,46.10947960190394,-10.11520955359326,65.12566915667274,-60.91964459510307,45.34649135276946,486.7000000000001,2061.16552734375,479.5,5,0.9966788354815612,80,1611,204,0,274.580078125,285.3928527832031,29466.837493896484,19.45542907714844,24.0999755859375,47.88128280639648,40.8597526550293,2.8606756017084085,0.9875154135919808,11,1.565220628906992,103,628.1,,128.8608
Van Norden,NR4,2017-08-14,39.31784296,-120.366134,214.4,0.0,0.2138167080023884,0.4108012713285365,0.3698461495003202,-0.1012052968281285,0.536460716600914,-0.0725324391305392,0.3957346179195877,0.2792297035304787,0.2900640247730858,0.1226326424388468,0.3478067452688301,0.1765179639646563,7.903135937500002,11.08931802083333,11.563312604166663,37.21518341145836,26.10586890625,14.228622057291664,76.89868344326045,21.47004390366748,48.41867936528179,46.10947960190394,-10.11520955359326,65.12566915667274,-60.91964459510307,45.34649135276946,487.0,2060.72265625,479.5,7,0.6386765268010256,79,1611,204,0,274.58270263671875,285.4013977050781,29467.591201782227,19.757169723510746,24.73921585083008,47.9152946472168,39.99707794189453,2.731915486966485,0.9417161479316454,11,1.4880980985458558,103,628.1,,92.8352
Upper Clarks,UCG1,2016-08-19,40.13691097,-120.508828,284.8,0.0,-0.0304287408354842,0.3238460538329327,0.2828618209942401,0.0770726724562731,0.3273628667767813,-0.2258823856563354,0.2068977134445394,0.1680497990301165,0.1737445649637477,0.2433359850565515,0.1123272616728315,0.0397654908047424,14.26313690625571,21.363505667521085,26.64110062468602,61.00720009026573,72.26625133228292,47.15220912067272,95.834008479112,-17.914490204796316,59.2941620722607,59.68732811772685,29.79121254630628,62.93454850081434,-127.58918584119247,33.970024884513066,822.6,1696.7772216796875,296.0,89,4.668201080253822,0,685,85,0,276.3070678710937,287.7696533203125,29877.26188659668,13.25051975250244,15.352625846862791,60.76629257202149,59.675872802734375,5.955245389305573,4.781252146102676,5,1.1858054289909277,114,575.6,340.1,123.3184
Upper Clarks,UCG5,2016-08-19,40.13672196,-120.508761,182.4,0.0,-0.028582692157044,0.3243016465110987,0.2833166444778207,0.0757893342978041,0.3297149303625382,-0.2357902889941817,0.207066355756794,0.1652726444472464,0.1718385165290874,0.2521884095879738,0.1076348082066682,0.035794356498703,14.520183342752864,21.74860974512088,27.316087403540223,61.49195691482844,72.48154927821673,46.9240951286955,94.12875466635889,-17.757716297172635,58.51120976587453,59.065599426579226,29.5875382040079,62.76677299882253,-126.9468903046694,33.08551136066352,822.6,1695.2861328125,295.90000000000003,90,2.804950703778246,0,685,80,0,276.3060607910156,287.7709655761719,29877.26194763184,19.84545135498047,22.869855880737305,50.47590255737305,38.19134521484375,2.102827492252868,1.3504499754959678,5,0.9097842540899193,114,612.2,500.8,78.9792
Upper Clarks,UCSG2,2016-08-19,40.13715598,-120.508647,84.8,153.970375,-0.0744702142845081,0.2807160181598582,0.2418722038597896,0.1134814515944401,0.2663500335893243,-0.2156828380079994,0.1678206200951558,0.1640235693822099,0.1677888681177624,0.2289112160855832,0.1124242815495468,0.0517472014270058,15.276111049088112,21.616830333222964,25.97046266498448,55.39778833217255,68.12461255016137,46.77433860617616,91.51071039302116,-25.749089559558165,52.55542060582758,53.222230736342425,36.206567373273,53.4535576394206,-127.66497443585791,29.622121363703485,822.6,1696.886474609375,295.90000000000003,108,4.86323626499748,0,685,75,0,276.31134033203125,287.767822265625,29877.18859863281,12.856069564819336,15.229482650756836,63.09197616577149,59.97306823730469,3.408864673418508,4.488774026842749,5,1.9202208585411968,121,538.7,464.0,36.718399999999995
Upper Clarks,UCSG4,2016-08-19,40.13715598,-120.508408,182.4,38.88137083,-0.0025808406045911,0.3152842837160642,0.2737586603721612,0.052875016375741,0.3393278921383942,-0.1949890520548487,0.2201149000228341,0.1729806197759648,0.1765981040806413,0.2124300343582048,0.1395942282565716,0.0648189568583323,14.047670073643586,20.1617726680482,23.88681918782731,54.16162582912784,63.06354182738856,42.37723701699703,95.19569284471147,-19.517269478191324,54.44104048240168,55.10503297809096,30.695695387990405,60.11887333922488,-125.3052414840642,33.093657615941225,822.7,1694.7991943359375,295.90000000000003,129,2.3571650630856844,0,683,75,0,276.31561279296875,287.7659606933594,29877.1150970459,12.703445434570312,16.016910552978516,62.83270263671875,56.18475341796875,5.0582375507769335,3.487876620134664,5,0.7571581093223319,112,483.5,487.20000000000005,78.9792
Perazzo,ZG1,2016-09-16,39.47856001,-120.384892,472.0,0.0,0.2612781227973588,0.5467307807559517,0.448403308809015,-0.1829474785002157,0.6109470414602616,-0.0534602564102775,0.4376779491592191,0.2681524362870263,0.2772081190441802,0.1107719670380685,0.3326626252315397,0.1542181646572171,8.640538616141285,13.085053549644543,14.601101520891092,54.0042031737399,39.82540941680678,21.45301783438784,99.2773659417104,25.715316452040213,66.75253943896533,65.57990207154435,-11.84743908622072,86.69408030353966,-88.11584291293092,51.96713910920164,598.0,1996.5972900390625,389.6,26,1.2124304307940703,3,1186,148,0,273.038818359375,286.27008056640625,29781.921279907227,5.563627243041992,6.051218032836914,72.55167388916016,70.73792266845703,9.29587615104365,9.219278695892006,11,2.9429856668603245,100,761.6,,204.376
Perazzo,ZG3,2016-09-16,39.47876201,-120.384714,366.4,0.0,0.1792269601359281,0.4745385460041986,0.3898876736038899,-0.1041521841965181,0.5386474903144749,-0.1082186353318696,0.3634436614056542,0.2337859363018612,0.2444909015540723,0.1580042615101455,0.274161120883551,0.1084027583939882,7.85768113333341,12.434955425659243,15.074274735153,52.45859753150914,39.91899271837573,21.33819301819356,94.31794258508418,23.45500112410189,64.3284978253461,62.49388060294336,-9.25285229877031,83.05011514333904,-87.9907696096345,46.7231561258455,598.0,1997.053466796875,389.6,28,1.7133798348831255,3,1186,150,0,273.038818359375,286.27008056640625,29781.921279907227,5.563627243041992,5.970517635345459,72.55167388916016,71.08222961425781,9.29587615104365,9.52571342629151,11,2.9429856668603245,89,761.6,,158.6512
Perazzo,ZR1,2016-09-16,39.47834903,-120.383887,332.8,0.0,0.1231864922379554,0.3874729745649676,0.314277786136835,-0.0525607117571299,0.458395218223135,0.011921760586849,0.3010039746472561,0.296455993391457,0.3000749968088382,0.0465590882169228,0.392602566822065,0.2244420468149685,7.472567229918308,11.701794316146488,12.444210815955492,43.7899132749411,31.86311262159857,17.694401046152826,95.62035806875502,26.126194637468576,56.207094688866825,56.05153139688979,-12.23335086596211,82.95642143549438,-80.086999165624,50.60974773556524,597.7,1995.434814453125,389.4,66,0.4090043037752905,4,1185,165,0,273.0495910644531,286.25701904296875,29780.522048950195,6.061986923217773,6.580368995666504,75.18616485595703,73.08747863769531,10.872206840043653,11.60822801549972,11,2.9735514195538286,115,759.7,534.0,144.10240000000002
Perazzo,ZR5,2016-09-16,39.47819003,-120.383726,449.6,0.0,0.2401351240209496,0.3438237102800848,0.3315633832724775,-0.155433651652446,0.540365455875524,0.0891785182323193,0.371168874433484,0.4263783509435453,0.3405669911312278,-0.0144184790509055,0.4670435175868358,0.3101188908390721,5.375624565089042,9.570786357917148,9.31337335690089,41.90982617460317,29.17983698635308,16.1767856809427,107.80918314289256,33.578655096262736,59.48664605367301,58.74272234865848,-16.15496000548328,92.78596786297626,-83.82876875366526,62.24910909885244,597.3000000000001,1995.434814453125,389.3,66,0.4090043037752905,4,1185,134,0,273.051513671875,286.24822998046875,29780.971282958984,5.905993461608887,6.580368995666504,75.3712387084961,73.08747863769531,11.488176962044111,11.60822801549972,11,3.2377289999542644,135,759.7,,194.67680000000001
Perazzo,ZSG2,2016-09-16,39.47850402,-120.384429,438.4,109.2636792,0.1095865401600037,0.3863335499469932,0.3121829731409838,-0.0408680759899133,0.4431597014137099,-0.0355529202265388,0.2893443788252493,0.25643335936291,0.2607990253192868,0.0861090515707519,0.3320701314551116,0.1782091208136701,8.47015480568529,12.434673537843077,13.713583039825146,44.32038416465937,32.62072080953051,18.46685494935276,91.80282649901736,24.579906801491,54.70273262291069,54.925734973845145,-10.1413012246941,79.54168217590399,-80.04867402534481,45.548965243142064,597.7,1996.3245849609373,389.4,40,0.9480467885383552,3,1187,167,0,273.04364013671875,286.25994873046875,29781.7547454834,6.2355570793151855,7.09633207321167,75.87081909179688,72.99398040771484,12.62474556691221,12.35410531721518,11,3.0651341024618306,88,761.0,530.1,189.82719999999998
Perazzo,ZSG4,2016-09-16,39.47862798,-120.383954,283.2,180.1716563,0.1380402636785708,0.4201511333765845,0.3431137537491141,-0.06756580585433,0.4852550592121277,-0.0254672174226853,0.3235573221995844,0.256774575367107,0.2645351852186002,0.0849472297807734,0.3480627817048196,0.1652402513536047,7.20455830096053,11.649034350299884,13.012321082576992,47.1905644237641,34.17501225709431,18.634851722426724,97.7337614892724,27.63566732219896,60.16445074157704,59.918527064289,-13.30169591678587,86.28347503546028,-84.46264497061355,50.43458560635549,598.2,1995.996337890625,389.3,55,0.8432925107868252,3,1185,151,0,273.0476379394531,286.26580810546875,29780.07287597656,5.894736289978027,7.209344863891602,76.4981918334961,73.41960144042969,10.512837042666538,13.11576658806895,11,3.1005717537674227,112,760.3000000000001,,122.62559999999999
Clover Valley,D13,2019-06-28,39.95544474,-120.4263173,186.64,,0.1744334603783053,0.4260215571116812,0.4043836519521589,-0.1107808354448505,0.5214317642128133,-0.1370613844374218,0.365555781837952,0.2025315119050935,0.2122293869246306,0.1860300982744196,0.2042996525174603,0.0553558400001453,7.087701790674602,11.825481136904765,13.523806614087302,47.56840589980159,39.02974903968254,21.305960463293648,95.52162296866088,17.550128589115893,60.17023112852742,59.5266283937093,-5.677902066384845,81.23459460000498,-91.35226136277085,48.98570127960144,687.8000000000001,1669.9324951171875,380.7000000000001,425,0.5889751745541364,0,968,115,0,273.46307373046875,287.98248291015625,29474.70846557617,22.53415298461914,23.96449851989746,43.91901016235352,42.71944427490234,2.0510512967838346,1.3420723299153527,19,1.389681317664125,99,230.20000000000002,460.20000000000005,80.81512
Clover Valley,D14,2019-06-28,39.95047473,-120.4264405,176.96,,0.0945913620093639,0.350414691418701,0.3429828250590225,-0.0317721072380783,0.43860812872765,-0.1542469961793435,0.2779678558421694,0.1719288035610572,0.1837256352752895,0.2017415499925404,0.1735101720373343,0.0351764865238238,9.129572798387098,14.07303763248848,17.497668456221202,45.74432891474655,44.98687384447005,26.955848995391705,78.7602344919704,2.7148943527827867,49.56678401290444,49.25190228459397,8.737628055866644,62.52857795925689,-90.13980907476557,31.752384176618293,685.7,1667.8065185546875,381.4,1,0.4089227910115143,0,974,95,0,273.40692138671875,288.04412841796875,29459.84701538086,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,2.7327654231628404,2.7271191438849764,19,1.460079980466641,81,551.6,394.8,76.62368000000001
Deer,DHA-A,2019-09-07,39.42841024,-120.6513898,131.56,,0.3313119312854379,0.4977879382050815,0.4731329429213426,-0.2586968465401112,0.675749673286217,0.0264984809951468,0.5098517170601867,0.3196934959708496,0.3316129453424124,0.0427761946408387,0.4348030429775844,0.2341724165640838,9.8014471875,10.461418214285713,14.459088794642856,46.73217441964286,31.282743660714285,16.57278691964286,108.18746248839923,36.80992326846849,72.25348940934079,62.17335405976252,-22.13052014285552,94.57291769328263,-88.3691638927333,63.36100586325985,409.0,1878.8006591796875,654.1,2,0.1096529397960086,0,2299,184,3,277.1199035644531,286.9179382324219,29994.63314819336,4.797486305236816,5.219906330108643,79.67933654785156,78.00312805175781,16.93021568271647,14.464132348965444,11,4.123245022447381,117,843.0,464.3,56.96548
Deer,DHA-B,2019-09-07,39.42879998,-120.6513985,137.96,,0.3874317129637621,0.5436386201464068,0.5067365866020765,-0.321134685112508,0.712572272246604,0.0439954638218707,0.5591854667292758,0.3254588026172016,0.3420575688692752,0.0312441889454039,0.4640026505522319,0.2675355431448499,5.778026875,9.752630749999998,10.432404625,47.392437625,29.9388105,15.56392525,111.34605315031604,42.18328850623274,66.9643950099146,66.06688696737578,-28.696311871426577,99.5790063849076,-84.59884393714474,68.97674841409106,409.0,1878.8380126953125,654.0,2,0.5945095898263304,0,2299,184,7,277.11688232421875,286.92047119140625,29994.60513305664,5.578059673309326,6.397129058837891,72.496337890625,72.24061584472656,3.4123069706199067,5.796122811401445,11,1.9216136466221585,119,842.7,473.3,59.73668
Deer,DHA-C,2019-09-07,39.42921025,-120.649655,57.12,,0.2121619907041829,0.4269735677382088,0.4098217197236329,-0.1412075682847596,0.5584079860265996,-0.0717954588924845,0.4023594880443678,0.2333554294618557,0.2491915795096567,0.1301894280700193,0.3062867215457119,0.1518663777832066,7.003485312499999,11.051974124999996,12.560775375,42.072940520833335,33.25261160416667,19.5550971875,93.5223203222194,18.74250262816857,53.58436697494536,54.07049738035078,-5.351530131158854,76.905341662956,-88.06950775065584,47.25687384453042,409.1,1882.357666015625,651.0,2,1.7772332227739756,0,2294,190,0,277.05084228515625,286.88330078125,29992.81787109375,8.726844787597656,7.302154541015625,56.58230209350586,54.2919921875,14.080288244820537,0.5789692875235677,11,8.38303992550607,91,842.1,816.2,24.73296
Deer,DHA-D,2019-09-07,39.42824501,-120.6509018,92.84,,0.4115970270303585,0.5786762892397717,0.5360957319236619,-0.3458858727743398,0.7413342649586246,0.019277820124234,0.597614815902923,0.3142758937165145,0.3263235079870715,0.0419513353510632,0.4488137815317106,0.267546724342936,7.610482982142858,10.949887142857143,11.51721594047619,42.85236544940476,27.068496550595235,14.020330794642858,99.80740240364142,35.29869481520163,66.83321964400312,58.65584797719259,-23.1919454684432,87.89728145774794,-81.22968598292543,62.06505702504384,409.0,1879.16357421875,653.2,2,1.014112503249817,0,2299,185,20,277.09771728515625,286.8990478515625,29993.95669555664,7.263442516326904,8.244471549987793,72.2799301147461,71.48157501220703,7.959049462192166,7.268200344059998,11,2.270281745784162,104,836.4000000000001,407.70000000000005,40.19972
Clover Valley,R25,2019-06-28,39.94547401,-120.4271855,98.28,,0.0843889410512245,0.3441807947934732,0.3394435770813196,-0.0232356321576823,0.4388046448201586,-0.1403039343335366,0.2894234961883126,0.1754290091963639,0.1864371766825256,0.1919696406959342,0.1700856022715501,0.0319328870798143,7.924179017857143,12.693123273809526,15.504967991071432,44.47725808035714,42.34742433035714,24.96344796130952,81.42463145738682,5.634189712468895,50.277245918555145,50.54437971976802,5.276711669322904,65.19122398612757,-88.2652573568759,35.99977610623506,683.4000000000001,1667.0924072265625,382.3,262,0.1411646109083335,0,978,110,0,273.3464660644531,288.1171264648437,29444.9150390625,21.757305145263672,19.994632720947266,41.32284164428711,44.28264999389648,2.7327654231628404,2.7271191438849764,19,1.460079980466641,87,376.90000000000003,264.90000000000003,42.55524
Clover Valley,R26,2019-06-28,39.941533,-120.4275425,54.68,,0.1683929668178407,0.408555079856633,0.3941170136346222,-0.1052935877520009,0.5262599404813345,-0.1381411102699528,0.369036121295587,0.1928733491251747,0.2041118420661638,0.1855599716713927,0.2089256527294278,0.0615135367852694,6.879819197436636,11.395046259936638,13.044032381192396,43.9601063312212,35.76284783986176,20.120799322004608,95.15932976955229,19.379596268769653,56.19812823401716,55.97867615518705,-6.276975810228781,80.81763400178556,-88.79611784906562,48.09197979473316,681.7,1665.5498046875,382.8,186,0.3561772660836124,0,983,95,0,273.3033447265625,288.1695556640625,29434.09127807617,26.68191719055176,26.574113845825195,38.34197235107422,36.82685852050781,1.6830164465519502,0.9055079407101458,19,1.6105064416653818,92,266.8,277.5,23.67644
