ID,Area_m2,Area_km2,NDVI,NDWI,Meadow
11894,22089.688,0.02209,0.058790173,-0.1061813,
11895,4623.739,0.00462,0.192683718,-0.21337189,
11897,6304.295,0.0063,0.17936922,-0.197125323,
11900,7865.571,0.00787,0.192467918,-0.208951926,
11904,139063.378,0.13906,0.076134754,-0.125164122,
11905,34042.889,0.03404,0.097255849,-0.136394204,
11906,12940.291,0.01294,0.076525789,-0.113258088,
11907,5126.97,0.00513,0.120277875,-0.14989936,
11908,4562.957,0.00456,0.109769728,-0.142647671,
11909,12740.677,0.01274,0.084664559,-0.125216808,
11913,11052.639,0.01105,0.132018004,-0.157448194,
11914,6102.066,0.0061,0.071093938,-0.108882445,
11915,5631.996,0.00563,0.100558015,-0.137826506,
11916,28790.356,0.02879,0.110619165,-0.154702367,
11917,8174.843,0.00817,0.103066697,-0.141970772,
11918,5030.669,0.00503,0.085148025,-0.128980032,
11919,107149.351,0.10715,0.111897838,-0.147101002,
11923,4772.564,0.00477,0.136755437,-0.166984405,
11925,8062.653,0.00806,0.090874244,-0.136444361,
11927,12101.468,0.0121,0.140392395,-0.175103334,
11928,5346.497,0.00535,0.123446127,-0.162339169,
11929,5067.466,0.00507,0.071234125,-0.120519651,
11930,4662.135,0.00466,0.127476981,-0.159417935,
11931,7005.739,0.00701,0.060121245,-0.108503555,
11933,90438.47,0.09044,0.152890855,-0.179779128,
11934,4221.653,0.00422,0.130714005,-0.164159851,
11936,19880.031,0.01988,0.054863595,-0.096890933,
11938,6925.216,0.00693,0.155860476,-0.186099374,
11939,12160.527,0.01216,0.154058458,-0.185607842,
11940,5683.109,0.00568,0.11288059,-0.152219619,
11941,4405.422,0.00441,0.118804408,-0.153969985,
11943,4979.892,0.00498,0.153485086,-0.186185739,
11944,4464.275,0.00446,0.172190127,-0.190781701,
11945,5883.168,0.00588,0.135876697,-0.171706905,
11946,8506.108,0.00851,0.193221099,-0.217947128,
11948,7695.738,0.0077,0.150300867,-0.180795304,
11950,7534.505,0.00753,0.160145991,-0.180276587,
11954,71041.971,0.07104,0.135837642,-0.166052794,
11955,12489.361,0.01249,0.117501135,-0.155773665,
11956,5986.956,0.00599,0.069733603,-0.116309876,
11957,6038.537,0.00604,0.119398847,-0.160932586,
11963,5477.982,0.00548,0.151760058,-0.188454744,
11964,8813.826,0.00881,0.078751282,-0.121519847,
11966,16060.406,0.01606,0.136044448,-0.169309659,
11967,16228.057,0.01623,0.113696012,-0.150271582,
11969,9754.945,0.00975,0.147527083,-0.174157463,
11970,10826.77,0.01083,0.080317438,-0.136081184,
11971,6274.791,0.00627,0.125127235,-0.159509901,
11972,4255.441,0.00426,0.196465661,-0.217268928,
11975,19543.066,0.01954,,,
11976,5287.144,0.00529,0.062217811,-0.112341028,
11977,16825.449,0.01683,0.168587128,-0.195145728,
11979,5534.611,0.00553,0.098191737,-0.14927704,
11981,5199,0.0052,0.09386097,-0.122731658,
11982,9790.526,0.00979,0.116630065,-0.159711098,
11983,8538.459,0.00854,0.078832283,-0.117022811,
11985,4973.58,0.00497,0.091888227,-0.125714801,
11987,11921.718,0.01192,0.142637352,-0.171588558,
11990,14822.274,0.01482,0.092295245,-0.136090106,
11991,12713.2,0.01271,0.091175362,-0.14013471,
11995,42529.431,0.04253,0.192211431,-0.214240234,
11996,4516.749,0.00452,0.189251049,-0.215214207,
11997,12557.879,0.01256,0.169830389,-0.197896397,
11998,5144.729,0.00514,0.110268219,-0.129587285,
12000,6743.485,0.00674,0.138268957,-0.166961701,
12005,4907.741,0.00491,0.114141392,-0.149358723,
12008,9109.937,0.00911,0.093780804,-0.130374356,
12009,7217.902,0.00722,0.183923491,-0.206658072,
12013,4409.337,0.00441,0.194279641,-0.207149341,
12020,8215.66,0.00822,0.17972158,-0.195730012,
12022,5793.503,0.00579,0.175526556,-0.195692361,
12025,5649.328,0.00565,0.14761439,-0.174707478,
12027,58352.278,0.05835,0.190237687,-0.207522769,
12030,7973.955,0.00797,0.17484301,-0.198172849,
12032,12598.343,0.0126,0.121356282,-0.152807058,
12035,7351.148,0.00735,0.190402003,-0.213403209,
12040,6865.079,0.00687,0.143658331,-0.166903919,
12044,5261.948,0.00526,0.115362264,-0.155127219,
12047,4722.673,0.00472,0.099510851,-0.128171768,
12051,6002.957,0.006,0.122939022,-0.158317397,
12055,6302.426,0.0063,0.146393841,-0.164962631,
12056,6684.346,0.00668,0.189996569,-0.211131757,
12058,12520.642,0.01252,0.15108268,-0.180429733,
12059,7077.71,0.00708,0.174089842,-0.195198799,
12060,9298.134,0.0093,0.157251478,-0.176625661,
12062,16857.163,0.01686,0.12917952,-0.170469015,
12063,4332.669,0.00433,0.136754117,-0.176663081,
12064,5494.322,0.00549,0.120470986,-0.163943093,
12066,7297.773,0.0073,0.144462189,-0.179137936,
12067,9119.69,0.00912,0.108930474,-0.158656611,
12068,24075.128,0.02408,0.099861634,-0.153777743,
12070,62358.247,0.06236,0.167752505,-0.198085447,
12071,25390.56,0.02539,0.125668289,-0.169929395,
12072,9391.7,0.00939,0.123252922,-0.167090998,
12074,30765.467,0.03077,0.104134937,-0.15186506,
12075,8562.334,0.00856,0.155542541,-0.18990334,
12076,5362.955,0.00536,0.124982781,-0.17099944,
12078,15419.935,0.01542,0.136965971,-0.178686441,
12079,13493.915,0.01349,0.149618262,-0.184357945,
12083,5414.804,0.00541,0.112130364,-0.157478109,
12096,8379.657,0.00838,0.101648522,-0.134738513,
12097,12439.208,0.01244,0.095208129,-0.141093926,
12098,5636.744,0.00564,0.076195895,-0.110371269,
12099,4408.92,0.00441,0.127334288,-0.166946244,
12100,5342.83,0.00534,0.12795083,-0.167914786,
12101,6974.889,0.00697,0.034349579,-0.073252865,
12102,19138.928,0.01914,0.19898489,-0.216425375,
12103,9778.02,0.00978,0.139255811,-0.169829323,
12105,5035.855,0.00504,0.08782177,-0.126625277,
12107,6599.163,0.0066,0.169324639,-0.197514238,
12108,6334.912,0.00633,0.105672255,-0.143015349,
12109,44566.82,0.04457,0.074616952,-0.114226605,
12110,9704.28,0.0097,0.116349496,-0.151581936,
12112,10575.73,0.01058,0.14365888,-0.173224735,
12114,5324.191,0.00532,0.074174738,-0.105206431,
12115,5431.927,0.00543,0.138107967,-0.172426681,
12116,4810.234,0.00481,0.195766877,-0.206409404,
12118,8172.173,0.00817,0.085382917,-0.11095889,
12119,6257.014,0.00626,0.165282613,-0.1838709,
12120,4659.169,0.00466,0.145845807,-0.175685297,
12121,6502.986,0.0065,0.082349557,-0.114971709,
12123,7357.836,0.00736,0.186512768,-0.212070327,
12127,9478.055,0.00948,0.171386898,-0.201067232,
12128,7925.364,0.00793,0.100440118,-0.136058367,
12129,7501.851,0.0075,0.133927539,-0.162351401,
12130,7517.326,0.00752,0.091126989,-0.129226606,
12131,39137.779,0.03914,0.081161432,-0.11163864,
12132,4243.872,0.00424,0.186316408,-0.203112814,
12133,13128.199,0.01313,0.107017032,-0.138148137,
12134,6213.752,0.00621,0.171931221,-0.204061202,
12135,6209.4,0.00621,0.18988626,-0.203683729,
12136,4501.185,0.0045,0.178187956,-0.194766894,
12138,7660.015,0.00766,0.098384904,-0.134226694,
12139,29419.976,0.02942,0.106736187,-0.142492189,
12140,7065.587,0.00707,0.157165295,-0.190968019,
12141,4314.71,0.00431,0.080687255,-0.112910111,
12143,4953.843,0.00495,0.133947604,-0.164502805,
12145,5524.951,0.00552,0.151107432,-0.173071506,
12146,5253.994,0.00525,0.136768523,-0.169712987,
12147,7510.909,0.00751,0.166992145,-0.190721207,
12149,34216.508,0.03422,0.07966793,-0.125588491,
12150,9359.309,0.00936,0.191800185,-0.215994994,
12152,7924.037,0.00792,0.177238763,-0.192138041,
12153,7689.571,0.00769,0.122772492,-0.161163327,
12155,6343.246,0.00634,0.161294426,-0.180314264,
12156,6801.833,0.0068,0.165098672,-0.182101817,
12157,7148.699,0.00715,0.110663587,-0.15158973,
12158,7699.823,0.0077,0.150916613,-0.181357216,
12160,46841.756,0.04684,0.133735326,-0.166437936,
12162,9003.537,0.009,0.093134227,-0.114978409,
12163,5537.366,0.00554,0.109819536,-0.156654782,
12164,4927.659,0.00493,0.140671518,-0.164797794,
12165,23389.401,0.02339,0.177441195,-0.196049047,
12167,5714.198,0.00571,0.146354876,-0.168177655,
12168,13629.371,0.01363,0.141659209,-0.172572126,
12170,7694.366,0.00769,0.12583569,-0.161153415,
12173,8776.729,0.00878,0.199122529,-0.209563273,
12174,18111.96,0.01811,0.109816668,-0.142091537,
12177,8177.8,0.00818,0.182020708,-0.196432605,
12181,5418.682,0.00542,0.18541342,-0.199426368,
12183,5110.528,0.00511,0.117871682,-0.150927149,
12187,7727.302,0.00773,0.109897161,-0.143786873,
12188,8048.301,0.00805,0.128190274,-0.1531708,
12191,5829.686,0.00583,0.100568208,-0.133761765,
12192,7317.674,0.00732,0.150587868,-0.170371277,
12193,8416.331,0.00842,0.095519919,-0.132365984,
12195,6592.967,0.00659,0.130208901,-0.159658138,
12196,9202.041,0.0092,0.111591237,-0.144692453,
12197,7851.898,0.00785,0.091194638,-0.120830785,
12202,7650.075,0.00765,0.140163044,-0.159641705,
12206,10116.956,0.01012,0.18786379,-0.198555509,
12209,4896.027,0.0049,0.113625273,-0.146773774,
12210,10109.746,0.01011,0.05649596,-0.078316516,
12211,26747.366,0.02675,0.050275196,-0.072271731,
12212,13520.132,0.01352,0.158463218,-0.177702795,
12213,4335.882,0.00434,0.114530786,-0.146554076,
12216,8394.724,0.00839,0.101877065,-0.136567404,
12218,5264.577,0.00526,0.124666195,-0.156271241,
12219,9388.46,0.00939,0.126080264,-0.155732822,
12220,9173.125,0.00917,0.166441601,-0.172786827,
12222,6242.691,0.00624,0.175728191,-0.204966189,
12224,9727.184,0.00973,0.184627433,-0.195487124,
12225,24296.478,0.0243,0.172876026,-0.190665685,
12226,4642.657,0.00464,0.175677526,-0.197721933,
12227,6576.131,0.00658,0.124406682,-0.152113137,
12233,4877.954,0.00488,0.18719249,-0.206078513,
12235,30878.633,0.03088,0.135003155,-0.156545181,
12237,4504.931,0.0045,0.184718964,-0.204283384,
12238,4861.229,0.00486,0.127667534,-0.150897573,
12239,7795.6,0.0078,0.172372952,-0.19316665,
12240,12505.302,0.01251,0.177134971,-0.198127217,
12241,12538.469,0.01254,0.145278264,-0.167320168,
12242,7265.063,0.00727,0.064992901,-0.101487839,
12245,5203.852,0.0052,0.135662578,-0.15704501,
12246,7614.957,0.00761,0.190267716,-0.207996523,
12250,12146.146,0.01215,0.119886658,-0.150887806,
12252,10587.837,0.01059,0.177580065,-0.191853409,
12255,4576.914,0.00458,0.14564418,-0.16077524,
12258,5198.841,0.0052,0.108440558,-0.137511001,
12261,38968.892,0.03897,0.159639819,-0.178326147,
12263,5776.782,0.00578,0.172255752,-0.184198058,
12264,6539.676,0.00654,0.108808874,-0.135066667,
12266,8573.762,0.00857,0.166475045,-0.189481717,
12268,10438.457,0.01044,0.09561814,-0.128998296,
12270,7103.172,0.0071,0.111988852,-0.145082902,
12271,13484.271,0.01348,0.19385458,-0.214148662,
12273,10755.351,0.01076,0.133712387,-0.164939517,
12274,5253.805,0.00525,0.147634407,-0.176205995,
12275,14221.563,0.01422,0.129844144,-0.158201412,
12279,17616.635,0.01762,0.10496966,-0.13912293,
12282,17642.635,0.01764,0.114023987,-0.148382028,
12284,5459.929,0.00546,0.109990879,-0.147234568,
12286,6484.484,0.00648,0.091151319,-0.12887428,
12287,7469.11,0.00747,0.123175652,-0.148638252,
12289,6213.886,0.00621,0.194192896,-0.209554071,
12291,6292.774,0.00629,0.116249954,-0.141889219,
12292,5562.022,0.00556,0.099084909,-0.136776629,
12293,10248.791,0.01025,0.126611233,-0.15837329,
12295,5231.983,0.00523,0.120008093,-0.153264663,
12296,40846.76,0.04085,0.136985784,-0.166056733,
12298,12783.515,0.01278,0.14516214,-0.175367035,
12300,18789.674,0.01879,0.175147081,-0.19512708,
12301,10402.194,0.0104,0.114297726,-0.148728742,
12302,24436.512,0.02444,0.103196437,-0.137013733,
12304,36683.768,0.03668,0.086029386,-0.120392436,
12305,28130.028,0.02813,0.124777645,-0.157716285,
12306,4877.262,0.00488,0.123331688,-0.160204516,
12307,13251.165,0.01325,0.136803445,-0.166342632,
12308,5447.792,0.00545,0.117987354,-0.144475485,
12309,7326.562,0.00733,0.103307448,-0.125372257,
12310,4564.12,0.00456,0.131634099,-0.167830121,
12312,19274.429,0.01927,0.123488329,-0.160643216,
12313,6680.045,0.00668,0.107887486,-0.140546748,
12315,9223.549,0.00922,0.110068407,-0.147791558,
12316,4368.247,0.00437,0.127356408,-0.147109148,
12317,17357.327,0.01736,0.128585089,-0.152024851,
12318,7735.137,0.00774,0.169552305,-0.198890669,
12319,5369.49,0.00537,,,
12320,21940.888,0.02194,0.148272268,-0.173746899,
12321,11394.07,0.01139,0.127024962,-0.164424639,
12322,6650.125,0.00665,0.110396374,-0.148183271,
12323,6482.905,0.00648,0.124431622,-0.162190421,
12324,7727.311,0.00773,0.080847173,-0.098593966,
12325,4389.687,0.00439,0.088229697,-0.125523931,
12326,8131.662,0.00813,0.101636337,-0.124524199,
12327,9786.69,0.00979,0.116443051,-0.146573725,
12328,5394.036,0.00539,0.164098775,-0.196331215,
12329,9691.541,0.00969,0.146016598,-0.176669984,
12330,8733.254,0.00873,0.109005958,-0.139781991,
12331,4314.447,0.00431,0.093980852,-0.118170362,
12332,4288.018,0.00429,0.165934766,-0.181600923,
12333,20867.254,0.02087,0.151498104,-0.169855752,
12334,27141.588,0.02714,0.14891517,-0.181180381,
12335,6368.76,0.00637,0.101599833,-0.136638798,
12336,5812.607,0.00581,0.102897412,-0.134105031,
12337,16823.439,0.01682,0.126149863,-0.160146103,
12338,13845.852,0.01385,0.115940045,-0.151125657,
12339,8826.848,0.00883,0.148613369,-0.172718462,
12340,5916.446,0.00592,0.133052435,-0.153964466,
12341,5066.573,0.00507,0.132376862,-0.149821387,
12342,5477.434,0.00548,0.07152946,-0.089289865,
12343,5043.242,0.00504,0.192082454,-0.21049005,
12344,6655.339,0.00666,0.124773423,-0.14981746,
12345,4535.063,0.00454,0.127373328,-0.168160265,
12346,68379.971,0.06838,0.113540247,-0.14830657,
12347,9879.256,0.00988,0.14862794,-0.168088297,
12348,7592.822,0.00759,0.159142175,-0.180259809,
12349,9712.249,0.00971,0.101230473,-0.139545196,
12350,6792.975,0.00679,0.147096494,-0.163781253,
12351,8405.315,0.00841,0.122177558,-0.15659205,
12352,4323.82,0.00432,0.101383333,-0.140776049,
12353,5190.991,0.00519,0.108858907,-0.130031019,
12355,7494.766,0.00749,0.109094242,-0.137396527,
12356,5080.328,0.00508,0.056736401,-0.110431622,
12358,10115.408,0.01012,0.195591346,-0.217633011,
12359,26819.147,0.02682,0.118276108,-0.150944821,
12360,4394.629,0.00439,0.092328303,-0.101167149,
12361,10446.47,0.01045,0.124634923,-0.1479784,
12362,8539.72,0.00854,0.171917357,-0.185228315,
12363,10230.681,0.01023,0.146073571,-0.171693232,
12364,62332.184,0.06233,0.19699321,-0.218422685,
12365,12864.43,0.01286,0.140423694,-0.169465586,
12367,8740.512,0.00874,0.142638997,-0.174614376,
12368,4643.948,0.00464,0.100042639,-0.120286161,
12369,8860.031,0.00886,0.160190406,-0.182005299,
12371,21869.262,0.02187,0.100279185,-0.137448001,
12372,10223.694,0.01022,0.095640135,-0.114614726,
12373,12322.847,0.01232,0.134428062,-0.170109603,
12376,9342.838,0.00934,0.094855038,-0.131781251,
12378,5262.177,0.00526,0.126504249,-0.163523026,
12379,27111.046,0.02711,0.176408286,-0.1997964,
12381,5037.099,0.00504,0.097178612,-0.127253155,
12383,11983.306,0.01198,0.154049331,-0.182067877,
12384,4300.88,0.0043,0.120303924,-0.139182562,
12385,5473.001,0.00547,0.119358562,-0.148359903,
12386,17270.327,0.01727,0.125509447,-0.155157687,
12387,6235.75,0.00624,0.189493392,-0.203752132,
12389,8777.413,0.00878,0.056357211,-0.100170594,
12390,11944.466,0.01194,0.129587062,-0.159854761,
12392,7943.208,0.00794,0.098411861,-0.129813861,
12393,12824.97,0.01282,0.114700391,-0.148179827,
12395,4519.515,0.00452,0.169166778,-0.192506202,
12396,6614.55,0.00661,0.165610605,-0.192470315,
12397,29555.549,0.02956,0.071502564,-0.110757319,
12398,14175.691,0.01418,0.132254733,-0.157870537,
12399,10410.646,0.01041,0.199207354,-0.217664069,
12401,6230.454,0.00623,0.063779318,-0.104259409,
12402,28770.452,0.02877,0.181843702,-0.196637031,
12403,8160.501,0.00816,0.1667275,-0.180195838,
12406,8027.921,0.00803,0.136613925,-0.164639764,
12408,5162.607,0.00516,0.132652321,-0.167047334,
12409,10807.411,0.01081,0.184687823,-0.198116523,
12410,6084.018,0.00608,0.167333932,-0.191203125,
12411,7591.526,0.00759,0.10534191,-0.120739832,
12415,15540.483,0.01554,0.146865654,-0.176362493,
12416,5670.285,0.00567,0.111981612,-0.153470774,
12418,14403.591,0.0144,0.135804155,-0.160663589,
12419,10691.532,0.01069,0.159037626,-0.191975357,
12420,7549.844,0.00755,0.190689515,-0.209229597,
12421,12610.093,0.01261,0.179294435,-0.202256653,
12422,8551.118,0.00855,0.106195804,-0.143696299,
12424,5508.334,0.00551,0.091558615,-0.124656838,
12429,10638.73,0.01064,0.10596663,-0.143800527,
12430,9614.272,0.00961,0.18732212,-0.206740476,
12432,28573.335,0.02857,0.106352827,-0.141224754,
12438,50635.892,0.05064,0.081999234,-0.116222935,
12440,8112.41,0.00811,0.137055122,-0.166334664,
12442,14781.742,0.01478,0.175155842,-0.192614234,
12444,5133.384,0.00513,0.177138623,-0.18633871,
12446,5320.201,0.00532,0.135515336,-0.16720719,
12451,16073.54,0.01607,0.111566753,-0.152049459,
12455,8744.927,0.00874,0.052359517,-0.094178488,
12458,30183.355,0.03018,0.169499894,-0.187759898,
12459,21649.171,0.02165,0.075819509,-0.110483601,
12460,9030.765,0.00903,0.179930351,-0.201653441,
12462,16654.163,0.01665,0.092279868,-0.120688674,
12464,6620.743,0.00662,0.060594452,-0.104173288,
12466,20235.319,0.02024,0.099774959,-0.132413663,
12468,6471.681,0.00647,0.181275314,-0.197837173,
12470,5248.908,0.00525,0.175832711,-0.198341515,
12471,35230.366,0.03523,0.131822239,-0.168511319,
12472,5286.564,0.00529,0.097544411,-0.13897081,
12473,7501.474,0.0075,0.112388015,-0.141960251,
12476,100348.325,0.10035,0.070782053,-0.108971619,
12483,6182.368,0.00618,0.140686068,-0.174217495,
12484,5268.081,0.00527,0.166960668,-0.186772339,
12486,68323.337,0.06832,0.117623584,-0.148663529,
12489,45630.134,0.04563,0.107517467,-0.13683056,
12491,4907.756,0.00491,0.079054891,-0.112271939,
12492,19412.038,0.01941,0.16370351,-0.189111408,
12493,9154.204,0.00915,0.120589603,-0.154472137,
12494,39212.833,0.03921,0.120688783,-0.152854216,
12495,4310.185,0.00431,0.197183963,-0.204347445,
12496,5122.428,0.00512,0.066414872,-0.099329214,
12497,5598.784,0.0056,0.065249182,-0.102270001,
12498,5911.385,0.00591,0.096782195,-0.136387653,
12502,5763.708,0.00576,0.120759541,-0.150973407,
12504,5375.467,0.00538,0.114901808,-0.151337619,
12505,57787.853,0.05779,0.108595224,-0.139162902,
12506,7443.317,0.00744,0.089713592,-0.130238746,
12507,15965.756,0.01597,0.123638185,-0.151263464,
12509,5440.716,0.00544,0.094165725,-0.129527033,
12510,11705.4,0.01171,0.12036535,-0.147930435,
12512,23068.974,0.02307,0.153757339,-0.185944208,
12513,7386.004,0.00739,0.111910814,-0.155357668,
12515,8569.135,0.00857,0.143787406,-0.170468633,
12517,7333.499,0.00733,0.155298031,-0.178913777,
12519,7271.436,0.00727,0.095543116,-0.129336,
12520,7478.484,0.00748,0.137358862,-0.171766673,
12522,4358.788,0.00436,0.096969102,-0.133607841,
12524,5859.764,0.00586,0.065688837,-0.103944647,
12527,7863.768,0.00786,0.100602787,-0.135590151,
12529,15795.718,0.0158,0.169353765,-0.193586838,
12533,5231.617,0.00523,0.177578121,-0.196571412,
12535,12417.401,0.01242,0.145321125,-0.169778693,
12538,14758.188,0.01476,0.159501414,-0.180020853,
12539,15436.916,0.01544,0.134969279,-0.161718328,
12541,17614.413,0.01761,0.134064169,-0.163789008,
12542,11206.989,0.01121,0.139026948,-0.169233321,
12543,4844.318,0.00484,0.086197186,-0.119514747,
12544,12158.921,0.01216,0.148596191,-0.163353812,
12546,11556.777,0.01156,0.171378575,-0.183765927,
12547,19344.317,0.01934,0.14228191,-0.177244431,
12548,41777.257,0.04178,0.10517996,-0.141736656,
12550,5900.35,0.0059,0.0933721,-0.132758491,
12551,4212.259,0.00421,0.113909047,-0.145375613,
12552,6438.495,0.00644,0.135952635,-0.163572899,
12558,5549.784,0.00555,0.163602826,-0.190328772,
12560,14451.329,0.01445,0.121090396,-0.150933988,
12561,5844.618,0.00584,0.152523654,-0.180623155,
12562,88059.527,0.08806,0.098901895,-0.143542235,
12564,8548.138,0.00855,0.067183969,-0.113552665,
12567,4358.715,0.00436,0.182754139,-0.201535535,
12568,10124.089,0.01012,0.156247673,-0.178745817,
12570,5170.661,0.00517,0.147125239,-0.177877226,
12574,7649.909,0.00765,0.096797195,-0.144283622,
12577,34414.777,0.03441,0.105856663,-0.145497208,
12580,5845.962,0.00585,0.164863801,-0.194913293,
12582,4582.727,0.00458,0.141339793,-0.179545488,
12583,6024.892,0.00602,0.090807842,-0.136214671,
12584,21895.233,0.0219,0.116638065,-0.155421856,
12587,9952.066,0.00995,0.120806115,-0.150935511,
12588,13512.083,0.01351,0.095385025,-0.134883759,
12589,4695.387,0.0047,0.099445603,-0.131495892,
12590,19598.68,0.0196,0.193747904,-0.214939617,
12591,6975.637,0.00698,0.150393492,-0.173400676,
12593,8976.399,0.00898,0.109717156,-0.136989681,
12596,16011.73,0.01601,0.139485079,-0.161621256,
12597,17158.726,0.01716,0.101561478,-0.136713025,
12598,4676.509,0.00468,0.190875435,-0.216096871,
12600,73201.978,0.0732,0.146284658,-0.160313276,
12601,9636.905,0.00964,0.163077789,-0.186845615,
12604,14820.76,0.01482,0.090428302,-0.121799579,
12605,11744.427,0.01174,0.190397485,-0.214580358,
12606,13818.214,0.01382,0.061948775,-0.093478078,
12609,4461.263,0.00446,0.152944023,-0.169113297,
12610,6813.949,0.00681,0.10977973,-0.156125425,
12612,6404.255,0.0064,-0.023183931,0.014697921,
12615,6576.683,0.00658,0.16562389,-0.179259383,
12616,15699.35,0.0157,0.15073065,-0.182016195,
12619,6760.87,0.00676,0.117987092,-0.159381182,
12621,5730.721,0.00573,0.070284475,-0.098356459,
12622,13464.194,0.01346,0.107969031,-0.143026587,
12627,7765.681,0.00777,0.173477256,-0.195287911,
12630,39022.518,0.03902,0.197081355,-0.211149581,
12633,9075.717,0.00908,0.089639593,-0.129260835,
12635,4411.05,0.00441,0.087319219,-0.121335053,
12638,6737.574,0.00674,0.083727638,-0.122357059,
12639,4250.593,0.00425,0.085940893,-0.120295615,
12641,19829.958,0.01983,0.149352037,-0.17904587,
12644,5719.733,0.00572,0.127684329,-0.149872456,
12645,10251.887,0.01025,0.135805871,-0.164813854,
12649,12287.926,0.01229,0.197644395,-0.215102036,
12650,10704.426,0.0107,0.07325073,-0.121351877,
12653,19993.467,0.01999,0.173564744,-0.199451561,
12654,6829.071,0.00683,0.179775407,-0.204891353,
12656,12674.62,0.01267,0.162566376,-0.193079027,
12657,5154.265,0.00515,0.10037352,-0.137536933,
12659,4849.093,0.00485,0.150961761,-0.183351021,
12661,22284.692,0.02228,0.145153584,-0.165259982,
12662,9680.363,0.00968,0.090554438,-0.126514683,
12664,6721.39,0.00672,0.16602681,-0.183049641,
12665,10085.828,0.01009,0.155381773,-0.176652936,
12666,22507.777,0.02251,0.123627842,-0.154442248,
12667,13633.018,0.01363,0.144338868,-0.177429078,
12668,7920.409,0.00792,0.090524043,-0.128872671,
12669,8888.451,0.00889,0.142983721,-0.1764552,
12670,11183.185,0.01118,0.101190942,-0.135391179,
12673,25612.284,0.02561,0.153315688,-0.184372631,
12674,49689.951,0.04969,0.130596184,-0.161706857,
12675,9707.518,0.00971,0.086125987,-0.127684603,
12680,4621.134,0.00462,0.094730531,-0.138170765,
12682,6664.649,0.00666,0.069288584,-0.112618985,
12683,89905.897,0.08991,0.074835687,-0.11855218,
12689,5557.771,0.00556,0.11880091,-0.163723164,
12692,5191.449,0.00519,0.17341327,-0.191513072,
12695,19098.679,0.0191,0.066312753,-0.107376182,
12697,14600.767,0.0146,0.110764385,-0.154585696,
12698,7674.599,0.00767,0.114274791,-0.145259893,
12699,11124.683,0.01112,0.120574368,-0.152799602,
12700,8639.483,0.00864,0.184221104,-0.210965302,
12701,12566.028,0.01257,0.190073809,-0.205031031,
12703,4397.353,0.0044,0.095724582,-0.132661888,
12705,35748.628,0.03575,0.12655087,-0.159819756,
12709,4613.871,0.00461,0.085210874,-0.125661336,
12710,8081.881,0.00808,0.179921515,-0.198225318,
12711,4970.304,0.00497,0.180318496,-0.199560512,
12712,10335.257,0.01034,0.157714535,-0.187608714,
12717,6571.881,0.00657,0.143115866,-0.176207299,
12718,11947.03,0.01195,0.113036425,-0.145717316,
12719,91529.608,0.09153,0.139296472,-0.171051243,
12724,8159.153,0.00816,0.06120922,-0.105589979,
12725,4969.346,0.00497,0.184043541,-0.174753958,
12732,8218.802,0.00822,0.119906769,-0.150836143,
12733,14920.268,0.01492,0.197477812,-0.216581843,
12734,4780.786,0.00478,0.102292862,-0.136608379,
12737,4512.095,0.00451,0.131175927,-0.162381396,
12738,7051.003,0.00705,0.195617613,-0.216286382,
12739,6252.684,0.00625,0.172090439,-0.192267475,
12743,6731.059,0.00673,0.195825421,-0.212156587,
12745,9712.182,0.00971,0.096814386,-0.137843743,
12748,6454.648,0.00645,0.086798219,-0.121176788,
12749,7898.194,0.0079,0.160816802,-0.184963976,
12750,17006.17,0.01701,0.138152902,-0.168806559,
12751,27262.332,0.02726,0.113268908,-0.145436231,
12752,6279.775,0.00628,0.181759681,-0.205977435,
12754,12351.623,0.01235,0.078840257,-0.120128216,
12755,5020.936,0.00502,0.124365024,-0.159280486,
12756,5200.093,0.0052,0.146643385,-0.174370198,
12759,5921.304,0.00592,0.115683665,-0.151899472,
12760,15532.349,0.01553,0.075884619,-0.109387659,
12761,10077.682,0.01008,0.121661479,-0.1550684,
12762,4375.798,0.00438,0.154605743,-0.184444893,
12763,6922.774,0.00692,0.170769498,-0.1955543,
12764,17093.273,0.01709,0.088798928,-0.123582754,
12765,6615.803,0.00662,0.001436096,-0.003534839,
12766,4841.246,0.00484,0.076017439,-0.113013498,
12767,6149.537,0.00615,0.136836851,-0.165619092,
12768,4871.508,0.00487,0.074999624,-0.110919129,
12769,15483.654,0.01548,0.140531093,-0.171990565,
12770,16412.276,0.01641,0.1043819,-0.145203965,
12771,23035.253,0.02304,0.110489477,-0.140501539,
12772,9845.241,0.00985,0.125976901,-0.159632668,
12773,10898.37,0.0109,0.117306333,-0.15591653,
12774,85053.141,0.08505,0.142887252,-0.167651142,
12775,5284.056,0.00528,0.152096322,-0.168611487,
12776,5640.384,0.00564,,,
12777,4908.706,0.00491,0.199852535,-0.211984408,
12778,10188.966,0.01019,0.176140151,-0.199283918,
12779,4865.015,0.00487,0.177055631,-0.194796136,
12780,4616.654,0.00462,0.076568248,-0.124614191,
12781,5270.248,0.00527,0.163944753,-0.192847411,
12782,8087.4,0.00809,0.176865596,-0.20137077,
12783,6536.99,0.00654,0.133118923,-0.163912154,
12784,4595.993,0.0046,0.172009953,-0.194716385,
12785,27002.003,0.027,0.184060437,-0.206138782,
12786,8136.378,0.00814,0.182955825,-0.207208857,
12787,33636.41,0.03364,0.150664661,-0.175772312,
